id,label
533,0
534,1
535,1
536,0
537,1
538,0
539,0
540,0
541,0
542,1
543,0
544,1
545,0
546,1
547,0
548,0
549,1
550,1
551,0
552,0
553,0
554,0
555,0
556,1
557,0
558,0
559,1
560,0
561,0
562,0
563,1
564,1
565,1
566,1
567,0
568,0
569,1
570,0
571,0
572,0
573,1
574,1
575,1
576,0
577,0
578,1
579,1
580,0
581,0
582,1
583,0
584,1
585,0
586,0
587,1
588,1
589,1
590,1
591,0
592,1
593,0
594,1
595,0
596,1
597,0
598,0
599,0
600,0
601,1
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,1
610,0
611,0
612,0
613,1
614,1
615,1
616,0
617,0
618,1
619,1
620,0
621,1
622,1
623,1
624,1
625,0
626,1
627,1
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,1
636,1
637,1
638,0
639,1
640,1
641,0
642,1
643,1
644,1
645,0
646,0
647,0
648,0
649,1
650,0
651,1
652,1
653,0
654,0
655,1
656,0
657,0
658,0
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,0
667,1
668,0
669,0
670,1
671,0
672,1
673,1
674,0
675,0
676,0
677,0
678,1
679,1
680,0
681,1
682,1
683,0
684,1
685,0
686,0
687,1
688,0
689,0
690,0
691,1
692,1
693,1
694,0
695,0
696,0
697,1
698,0
699,1
700,0
701,0
702,0
703,1
704,1
705,0
706,1
707,0
708,0
709,0
710,0
711,1
712,0
713,0
714,0
715,0
716,1
717,0
718,0
719,1
720,1
721,0
722,0
723,1
724,1
725,1
726,1
727,0
728,1
729,0
730,1
731,1
732,1
733,1
734,1
735,0
736,1
737,0
738,1
739,1
740,0
741,1
742,0
743,1
744,1
745,1
746,0
747,1
748,0
749,0
750,1
751,0
752,0
753,0
754,0
755,0
756,1
757,1
758,0
759,0
760,1
761,0
762,0
763,0
764,0
765,1
766,1
767,1
768,0
769,0
770,1
771,0
772,0
773,1
774,0
775,0
776,0
777,1
778,0
779,0
780,0
781,0
782,0
783,1
784,0
785,1
786,0
787,1
788,0
789,1
790,1
791,1
792,0
793,1
794,0
795,0
796,0
797,1
798,1
799,0
800,1
801,0
802,0
803,1
804,0
805,0
806,0
807,0
808,0
809,1
810,0
811,1
812,0
813,0
814,0
815,0
816,0
817,0
818,1
819,0
820,1
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,1
831,0
832,0
833,0
834,0
835,0
836,1
837,0
838,1
839,0
840,1
841,1
842,0
843,1
844,0
845,0
846,0
847,0
848,1
849,1
850,0
851,1
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,1
868,0
869,0
870,0
871,0
872,1
873,0
874,0
875,0
876,0
877,0
878,0
879,1
880,1
881,0
882,1
883,0
884,0
885,1
886,0
887,0
888,0
889,0
890,1
891,1
892,0
893,1
894,1
895,1
896,1
897,1
898,0
899,1
900,0
901,0
902,1
903,0
904,0
905,1
906,0
907,0
908,0
909,0
910,1
911,0
912,0
913,0
914,1
915,1
916,1
917,0
918,1
919,0
920,0
921,1
922,0
923,0
924,1
925,1
926,1
927,0
928,0
929,0
930,0
931,1
932,0
933,0
934,0
935,0
936,1
937,1
938,0
939,0
940,0
941,0
942,0
943,1
944,1
945,1
946,0
947,0
948,1
949,1
950,1
951,0
952,0
953,0
954,0
955,0
956,1
957,1
958,1
959,1
960,1
961,0
962,0
963,1
964,1
965,0
966,1
967,1
968,0
969,0
970,1
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,1
984,0
985,0
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,1
997,0
998,0
999,1
1000,0
1001,0
1002,0
1003,0
1004,0
1005,1
1006,0
1007,1
1008,1
1009,0
1010,0
1011,0
1012,0
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,1
1032,0
1033,0
1034,0
1035,1
1036,0
1037,1
1038,0
1039,0
1040,0
1041,1
1042,1
1043,1
1044,1
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,1
1052,0
1053,0
1054,0
1055,1
1056,0
1057,0
1058,0
1059,0
1060,1
1061,0
1062,1
1063,0
1064,1
1065,0
1066,1
1067,0
1068,0
1069,1
1070,1
1071,0
1072,0
1073,0
1074,0
1075,1
1076,1
1077,0
1078,1
1079,0
1080,1
1081,1
1082,1
1083,1
1084,0
1085,0
1086,0
1087,0
1088,1
1089,1
1090,0
1091,1
1092,0
1093,0
1094,1
1095,0
1096,0
1097,1
1098,0
1099,0
1100,1
1101,1
1102,0
1103,0
1104,0
1105,0
1106,1
1107,1
1108,1
1109,0
1110,1
1111,1
1112,1
1113,0
1114,0
1115,0
1116,0
1117,1
1118,0
1119,1
1120,0
1121,0
1122,1
1123,1
1124,1
1125,0
1126,0
1127,0
1128,1
1129,0
1130,1
1131,1
1132,1
1133,0
1134,0
1135,1
1136,0
1137,1
1138,0
1139,0
1140,1
1141,1
1142,1
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1
1152,1
1153,0
1154,0
1155,1
1156,0
1157,1
1158,0
1159,0
1160,0
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,1
1170,1
1171,1
1172,0
1173,1
1174,0
1175,1
1176,0
1177,1
1178,0
1179,1
1180,0
1181,1
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,1
1189,0
1190,0
1191,0
1192,0
1193,1
1194,1
1195,0
1196,1
1197,1
1198,0
1199,0
1200,1
1201,0
1202,0
1203,0
1204,1
1205,0
1206,1
1207,1
1208,1
1209,1
1210,1
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,1
1219,1
1220,0
1221,1
1222,1
1223,0
1224,1
1225,0
1226,1
1227,0
1228,0
1229,0
1230,1
1231,1
1232,0
1233,0
1234,1
1235,1
1236,0
1237,1
1238,0
1239,1
1240,0
1241,0
1242,1
1243,0
1244,1
1245,1
1246,0
1247,1
1248,1
1249,0
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,1
1257,1
1258,0
1259,1
1260,0
1261,1
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1
1269,1
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,1
1278,1
1279,0
1280,0
1281,0
1282,1
1283,1
1284,0
1285,1
1286,1
1287,0
1288,0
1289,0
1290,0
1291,1
1292,1
1293,0
1294,0
1295,0
1296,0
1297,1
1298,1
1299,0
1300,1
1301,0
1302,1
1303,0
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,0
1311,1
1312,0
1313,0
1314,0
1315,0
1316,0
1317,1
1318,1
1319,0
1320,0
1321,1
1322,0
1323,0
1324,0
1325,0
1326,0
1327,1
1328,1
1329,0
1330,0
1331,0
1332,0
1333,1
1334,1
1335,1
1336,0
1337,1
1338,1
1339,0
1340,1
1341,1
1342,0
1343,0
1344,0
1345,0
1346,1
1347,0
1348,0
1349,1
1350,1
1351,1
1352,1
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,0
1368,1
1369,0
1370,0
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,1
1378,0
1379,0
1380,0
1381,1
1382,1
1383,0
1384,0
1385,0
1386,1
1387,0
1388,1
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,1
1396,0
1397,0
1398,0
1399,1
1400,0
1401,1
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,1
1411,1
1412,1
1413,1
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,1
1423,0
1424,0
1425,1
1426,0
1427,0
1428,1
1429,0
1430,1
1431,0
1432,0
1433,0
1434,1
1435,1
1436,0
1437,1
1438,0
1439,0
1440,1
1441,1
1442,0
1443,0
1444,1
1445,0
1446,0
1447,0
1448,1
1449,1
1450,0
1451,1
1452,1
1453,1
1454,0
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,1
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,1
1476,1
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,0
1484,1
1485,0
1486,1
1487,1
1488,0
1489,1
1490,1
1491,0
1492,0
1493,1
1494,1
1495,0
1496,0
1497,1
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,1
1505,1
1506,0
1507,0
1508,1
1509,1
1510,0
1511,1
1512,0
1513,1
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,0
1521,1
1522,1
1523,0
1524,1
1525,1
1526,0
1527,0
1528,0
1529,1
1530,0
1531,1
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,1
1543,1
1544,0
1545,1
1546,0
1547,0
1548,0
1549,1
1550,1
1551,1
1552,1
1553,0
1554,0
1555,1
1556,1
1557,0
1558,1
1559,0
1560,1
1561,0
1562,0
1563,0
1564,1
1565,1
1566,0
1567,1
1568,0
1569,0
1570,1
1571,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,1
1578,0
1579,0
1580,1
1581,1
1582,1
1583,0
1584,0
1585,1
1586,0
1587,0
1588,1
1589,0
1590,0
1591,0
1592,0
1593,0
1594,1
1595,0
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,1
1608,0
1609,0
1610,1
1611,0
1612,1
1613,0
1614,1
1615,0
1616,0
1617,1
1618,1
1619,0
1620,1
1621,1
1622,1
1623,0
1624,0
1625,1
1626,0
1627,1
1628,1
1629,0
1630,0
1631,1
1632,1
1633,0
1634,0
1635,0
1636,1
1637,0
1638,0
1639,0
1640,0
1641,1
1642,0
1643,0
1644,0
1645,1
1646,0
1647,0
1648,0
1649,0
1650,0
1651,1
1652,0
1653,0
1654,1
1655,0
1656,0
1657,1
1658,1
1659,1
1660,0
1661,0
1662,0
1663,1
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1
1673,1
1674,0
1675,0
1676,0
1677,1
1678,1
1679,0
1680,1
1681,0
1682,0
1683,0
1684,1
1685,0
1686,0
1687,1
1688,0
1689,1
1690,1
1691,0
1692,1
1693,0
1694,0
1695,1
1696,0
1697,1
1698,0
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,1
1710,1
1711,1
1712,0
1713,0
1714,0
1715,1
1716,0
1717,0
1718,0
1719,0
1720,1
1721,0
1722,1
1723,1
1724,0
1725,1
1726,0
1727,0
1728,0
1729,0
1730,1
1731,0
1732,0
1733,1
1734,1
1735,0
1736,1
1737,1
1738,1
1739,1
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,0
1747,1
1748,0
1749,1
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,1
1765,0
1766,1
1767,0
1768,1
1769,0
1770,1
1771,0
1772,1
1773,1
1774,1
1775,0
1776,1
1777,1
1778,0
1779,1
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,1
1789,0
1790,0
1791,0
1792,1
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,1
1801,1
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,1
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,1
1820,0
1821,0
1822,1
1823,1
1824,0
1825,0
1826,0
1827,0
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,0
1836,0
1837,1
1838,1
1839,1
1840,1
1841,0
1842,1
1843,1
1844,0
1845,1
1846,0
1847,0
1848,0
1849,0
1850,1
1851,0
1852,1
1853,1
1854,0
1855,0
1856,0
1857,1
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,1
1865,0
1866,0
1867,0
1868,0
1869,0
1870,1
1871,0
1872,0
1873,0
1874,0
1875,1
1876,0
1877,1
1878,0
1879,0
1880,1
1881,1
1882,0
1883,1
1884,0
1885,1
1886,0
1887,1
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,1
1895,0
1896,1
1897,0
1898,0
1899,1
1900,0
1901,0
1902,1
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,1
1911,1
1912,1
1913,1
1914,0
1915,0
1916,1
1917,0
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,0
1925,1
1926,0
1927,1
1928,0
1929,0
1930,0
1931,1
1932,0
1933,1
1934,1
1935,1
1936,1
1937,0
1938,0
1939,0
1940,1
1941,1
1942,0
1943,1
1944,0
1945,0
1946,0
1947,1
1948,1
1949,0
1950,0
1951,0
1952,1
1953,0
1954,1
1955,0
1956,1
1957,1
1958,0
1959,1
1960,0
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,1
1971,0
1972,0
1973,1
1974,0
1975,0
1976,1
1977,0
1978,0
1979,1
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,1
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,1
1997,0
1998,1
1999,0
2000,1
2001,1
2002,0
2003,1
2004,0
2005,1
2006,0
2007,1
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,1
2015,0
2016,0
2017,0
2018,0
2019,1
2020,0
2021,1
2022,0
2023,0
2024,0
2025,0
2026,0
2027,1
2028,0
2029,1
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,1
2040,1
2041,1
2042,0
2043,0
2044,0
2045,0
2046,1
2047,1
2048,0
2049,0
2050,1
2051,1
2052,1
2053,0
2054,1
2055,0
2056,1
2057,0
2058,0
2059,1
2060,1
2061,0
2062,0
2063,1
2064,0
2065,1
2066,0
2067,0
2068,1
2069,1
2070,1
2071,1
2072,0
2073,0
2074,0
2075,1
2076,0
2077,1
2078,1
2079,1
2080,1
2081,0
2082,1
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,0
2090,1
2091,0
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,1
2112,0
2113,0
2114,0
2115,0
2116,0
2117,1
2118,1
2119,0
2120,0
2121,0
2122,0
2123,0
2124,1
2125,1
2126,1
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,1
2134,0
2135,0
2136,0
2137,0
2138,1
2139,0
2140,1
2141,0
2142,0
2143,0
2144,0
2145,1
2146,0
2147,0
2148,0
2149,0
2150,1
2151,0
2152,0
2153,0
2154,1
2155,0
2156,0
2157,0
2158,0
2159,0
2160,1
2161,0
2162,0
2163,0
2164,0
2165,0
2166,1
2167,1
2168,1
2169,0
2170,1
2171,0
2172,1
2173,1
2174,0
2175,0
2176,1
2177,1
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,1
2189,1
2190,0
2191,0
2192,1
2193,0
2194,0
2195,0
2196,1
2197,1
2198,0
2199,0
2200,0
2201,1
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,1
2211,1
2212,1
2213,0
2214,1
2215,1
2216,1
2217,1
2218,0
2219,0
2220,0
2221,1
2222,0
2223,1
2224,0
2225,1
2226,0
2227,1
2228,1
2229,1
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,1
2237,0
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,1
2246,0
2247,0
2248,1
2249,0
2250,0
2251,0
2252,0
2253,0
2254,1
2255,1
2256,0
2257,0
2258,0
2259,0
2260,1
2261,0
2262,0
2263,1
2264,1
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,1
2272,1
2273,1
2274,1
2275,0
2276,0
2277,0
2278,1
2279,1
2280,0
2281,0
2282,1
2283,0
2284,0
2285,1
2286,1
2287,0
2288,0
2289,0
2290,1
2291,0
2292,0
2293,1
2294,0
2295,0
2296,0
2297,0
2298,0
2299,1
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,1
2316,1
2317,0
2318,1
2319,0
2320,1
2321,0
2322,1
2323,0
2324,1
2325,0
2326,1
2327,1
2328,0
2329,0
2330,1
2331,0
2332,0
2333,1
2334,0
2335,1
2336,0
2337,0
2338,1
2339,1
2340,0
2341,0
2342,0
2343,1
2344,0
2345,1
2346,0
2347,1
2348,0
2349,1
2350,0
2351,0
2352,1
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,1
2361,1
2362,0
2363,0
2364,0
2365,1
2366,0
2367,1
2368,0
2369,0
2370,1
2371,1
2372,1
2373,0
2374,0
2375,0
2376,1
2377,0
2378,1
2379,0
2380,0
2381,0
2382,0
2383,1
2384,0
2385,0
2386,0
2387,1
2388,1
2389,0
2390,0
2391,0
2392,1
2393,1
2394,0
2395,1
2396,0
2397,0
2398,1
2399,0
2400,0
2401,0
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,1
2413,1
2414,0
2415,0
2416,1
2417,1
2418,0
2419,0
2420,0
2421,1
2422,0
2423,0
2424,1
2425,1
2426,0
2427,1
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,0
2436,1
2437,0
2438,0
2439,1
2440,1
2441,0
2442,1
2443,0
2444,0
2445,0
2446,0
2447,1
2448,1
2449,1
2450,1
2451,0
2452,0
2453,1
2454,0
2455,1
2456,0
2457,0
2458,0
2459,0
2460,0
2461,1
2462,0
2463,0
2464,1
2465,0
2466,0
2467,0
2468,1
2469,1
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,1
2479,0
2480,1
2481,0
2482,0
2483,0
2484,1
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,1
2493,0
2494,1
2495,0
2496,1
2497,1
2498,1
2499,0
2500,0
2501,0
2502,0
2503,0
2504,1
2505,0
2506,1
2507,1
2508,0
2509,1
2510,0
2511,0
2512,1
2513,1
2514,1
2515,1
2516,1
2517,0
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,0
2526,1
2527,1
2528,0
2529,1
2530,0
2531,0
2532,0
2533,1
2534,1
2535,0
2536,1
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,1
2549,0
2550,1
2551,1
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,1
2561,0
2562,0
2563,0
2564,0
2565,1
2566,0
2567,0
2568,0
2569,1
2570,1
2571,0
2572,1
2573,1
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,0
2583,1
2584,0
2585,0
2586,1
2587,1
2588,0
2589,1
2590,1
2591,0
2592,1
2593,0
2594,1
2595,1
2596,1
2597,1
2598,0
2599,1
2600,1
2601,0
2602,0
2603,0
2604,0
2605,0
2606,1
2607,0
2608,0
2609,1
2610,0
2611,1
2612,0
2613,0
2614,1
2615,0
2616,0
2617,0
2618,1
2619,0
2620,1
2621,1
2622,0
2623,0
2624,0
2625,0
2626,1
2627,1
2628,0
2629,0
2630,1
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,1
2639,0
2640,0
2641,0
2642,1
2643,1
2644,1
2645,1
2646,1
2647,0
2648,0
2649,1
2650,0
2651,1
2652,0
2653,0
2654,1
2655,1
2656,0
2657,1
2658,0
2659,1
2660,0
2661,1
2662,1
2663,1
2664,0
2665,1
2666,1
2667,1
2668,1
2669,1
2670,0
2671,1
2672,0
2673,0
2674,1
2675,0
2676,1
2677,1
2678,0
2679,0
2680,0
2681,1
2682,0
2683,0
2684,0
2685,0
2686,1
2687,1
2688,0
2689,1
2690,0
2691,0
2692,1
2693,0
2694,1
2695,0
2696,0
2697,1
2698,1
2699,1
2700,1
2701,1
2702,0
2703,1
2704,1
2705,0
2706,0
2707,1
2708,0
2709,1
2710,1
2711,0
2712,0
2713,0
2714,1
2715,0
2716,0
2717,0
2718,0
2719,1
2720,0
2721,0
2722,1
2723,0
2724,1
2725,1
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,1
2734,0
2735,0
2736,1
2737,1
2738,1
2739,0
2740,0
2741,0
2742,0
2743,0
2744,1
2745,0
2746,0
2747,0
2748,1
2749,1
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,1
2759,0
2760,0
2761,0
2762,1
2763,1
2764,0
2765,1
2766,0
2767,0
2768,0
2769,1
2770,0
2771,1
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,1
2780,1
2781,1
2782,0
2783,0
2784,1
2785,1
2786,0
2787,1
2788,1
2789,0
2790,0
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,1
2800,0
2801,0
2802,1
2803,0
2804,1
2805,1
2806,0
2807,1
2808,0
2809,1
2810,1
2811,0
2812,0
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,1
2821,1
2822,1
2823,0
2824,0
2825,1
2826,0
2827,1
2828,0
2829,1
2830,0
2831,0
2832,1
2833,0
2834,0
2835,0
2836,0
2837,1
2838,1
2839,0
2840,1
2841,0
2842,0
2843,1
2844,1
2845,0
2846,1
2847,1
2848,1
2849,0
2850,0
2851,1
2852,0
2853,1
2854,0
2855,0
2856,1
2857,0
2858,0
2859,0
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,0
2867,0
2868,0
2869,0
2870,0
2871,1
2872,0
2873,1
2874,1
2875,0
2876,1
2877,1
2878,1
2879,0
2880,0
2881,0
2882,0
2883,1
2884,0
2885,1
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,1
2893,0
2894,1
2895,0
2896,0
2897,0
2898,1
2899,0
2900,1
2901,1
2902,0
2903,0
2904,1
2905,0
2906,0
2907,1
2908,0
2909,1
2910,0
2911,0
2912,1
2913,1
2914,0
2915,1
2916,1
2917,0
2918,1
2919,0
2920,1
2921,0
2922,0
2923,1
2924,1
2925,0
2926,0
2927,0
2928,1
2929,0
2930,1
2931,1
2932,1
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,1
2944,0
2945,0
2946,1
2947,0
2948,1
2949,1
2950,1
2951,0
2952,1
2953,0
2954,0
2955,0
2956,0
2957,0
2958,1
2959,0
2960,1
2961,0
2962,1
2963,1
2964,0
2965,1
2966,1
2967,1
2968,0
2969,0
2970,1
2971,0
2972,1
2973,0
2974,0
2975,1
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,0
2983,0
2984,1
2985,0
2986,1
2987,0
2988,0
2989,1
2990,0
2991,1
2992,0
2993,0
2994,1
2995,0
2996,0
2997,0
